F10.7,SSN,Datetime,Kp,Ap
214.0,132,2014-10-26,1.0,4.0
185.4,107,2014-10-27,4.0,27.0
165.1,101,2014-10-28,1.0,4.0
148.4,92,2014-10-29,0.0,0.0
138.4,102,2014-10-30,2.0,7.0
119.5,80,2014-10-31,1.333,5.0
118.1,90,2014-11-01,0.333,2.0
122.4,98,2014-11-02,0.667,3.0
123.2,112,2014-11-03,1.333,5.0
127.3,109,2014-11-04,4.667,39.0
142.7,137,2014-11-05,2.667,12.0
133.1,101,2014-11-06,3.0,15.0
142.9,106,2014-11-07,3.333,18.0
129.6,86,2014-11-08,3.0,15.0
129.2,75,2014-11-09,2.667,12.0
133.4,69,2014-11-10,2.333,9.0
139.5,89,2014-11-11,4.667,39.0
149.8,92,2014-11-12,2.0,7.0
150.3,112,2014-11-13,0.667,3.0
157.6,102,2014-11-14,3.0,15.0
157.1,111,2014-11-15,4.333,32.0
167.7,103,2014-11-16,3.0,15.0
163.8,99,2014-11-17,2.0,7.0
163.6,77,2014-11-18,1.333,5.0
165.7,65,2014-11-19,1.0,4.0
164.1,74,2014-11-20,1.667,6.0
158.6,75,2014-11-21,2.333,9.0
162.6,84,2014-11-22,3.333,18.0
168.8,78,2014-11-23,1.0,4.0
167.41352542725906,103,2014-11-24,1.0,4.0
165.0,117,2014-11-25,1.0,4.0
166.5,139,2014-11-26,1.0,4.0
174.1,152,2014-11-27,2.0,7.0
176.6,143,2014-11-28,1.0,4.0
172.5,157,2014-11-29,1.0,4.0
172.4,154,2014-11-30,2.667,12.0
163.4,141,2014-12-01,3.667,22.0
163.0,125,2014-12-02,1.333,5.0
149.8,115,2014-12-03,2.0,7.0
153.0,93,2014-12-04,3.667,22.0
132.8,65,2014-12-05,2.0,7.0
125.0,57,2014-12-06,3.667,22.0
127.9,57,2014-12-07,4.0,27.0
128.7,71,2014-12-08,2.667,12.0
135.5,69,2014-12-09,3.0,15.0
145.3,90,2014-12-10,1.333,5.0
143.0,104,2014-12-11,2.333,9.0
149.4,115,2014-12-12,3.333,18.0
154.9,140,2014-12-13,2.667,12.0
161.2,162,2014-12-14,1.667,6.0
164.0,166,2014-12-15,3.333,18.0
178.8,175,2014-12-16,2.333,9.0
192.3,178,2014-12-17,0.667,3.0
206.4,154,2014-12-18,2.0,7.0
208.9,175,2014-12-19,2.0,7.0
196.7,138,2014-12-20,2.333,9.0
199.2,137,2014-12-21,3.667,22.0
173.4,118,2014-12-22,1.333,5.0
160.5,115,2014-12-23,4.0,27.0
146.5,93,2014-12-24,3.333,18.0
140.6,97,2014-12-25,3.667,22.0
132.5,88,2014-12-26,2.667,12.0
129.7,91,2014-12-27,0.333,2.0
128.2,100,2014-12-28,2.333,9.0
127.1,94,2014-12-29,4.667,39.0
126.0,88,2014-12-30,2.333,9.0
129.2,88,2014-12-31,1.667,6.0
132.9,104,2015-01-01,2.333,9.0
141.0,122,2015-01-02,4.0,27.0
143.8,102,2015-01-03,0.0,0.0
144.8,105,2015-01-04,4.0,27.0
137.2,88,2015-01-05,3.0,15.0
137.2,89,2015-01-06,1.0,4.0
142.4,103,2015-01-07,3.333,18.0
152.0,99,2015-01-08,2.667,12.0
146.2,111,2015-01-09,2.0,7.0
146.9,106,2015-01-10,0.667,3.0
148.6,122,2015-01-11,2.667,12.0
153.4,124,2015-01-12,2.0,7.0
137.2,80,2015-01-14,1.0,4.0
127.1,59,2015-01-15,0.333,2.0
120.7,52,2015-01-16,1.0,4.0
118.0,40,2015-01-17,1.667,6.0
121.7,68,2015-01-18,2.333,9.0
125.9,66,2015-01-19,2.0,7.0
121.6,56,2015-01-20,0.333,2.0
120.0,43,2015-01-21,3.0,15.0
116.6,50,2015-01-22,2.0,7.0
117.3,60,2015-01-23,0.667,3.0
121.4,59,2015-01-24,2.333,9.0
122.7,62,2015-01-25,2.667,12.0
142.5,109,2015-01-26,2.0,7.0
153.3,126,2015-01-27,3.333,18.0
154.5,141,2015-01-28,1.333,5.0
166.7,146,2015-01-29,2.667,12.0
154.6,153,2015-01-30,3.0,15.0
149.0,138,2015-01-31,3.667,22.0
137.6,113,2015-02-01,5.0,48.0
139.8,93,2015-02-02,3.0,15.0
145.1,89,2015-02-03,3.0,15.0
150.1,96,2015-02-04,1.333,5.0
138.0,93,2015-02-05,2.333,9.0
139.3,89,2015-02-06,0.0,0.0
148.9,76,2015-02-07,1.333,5.0
148.7,84,2015-02-08,2.667,12.0
141.9,88,2015-02-09,2.333,9.0
137.3,84,2015-02-10,3.0,15.0
127.7,60,2015-02-11,0.333,2.0
124.4,51,2015-02-12,1.0,4.0
121.8,62,2015-02-13,0.333,2.0
117.4,53,2015-02-14,1.0,4.0
116.7,65,2015-02-15,1.0,4.0
115.3,41,2015-02-16,2.667,12.0
115.7,39,2015-02-17,5.0,48.0
118.2,87,2015-02-18,3.0,15.0
116.0,89,2015-02-19,1.667,6.0
117.0,64,2015-02-20,2.0,7.0
113.6,58,2015-02-21,2.333,9.0
115.0,43,2015-02-22,2.333,9.0
114.3,46,2015-02-23,3.667,22.0
112.1,44,2015-02-24,2.667,12.0
108.8,21,2015-02-25,0.333,2.0
109.1,22,2015-02-26,1.0,4.0
115.7,58,2015-02-27,1.333,5.0
121.1,60,2015-02-28,3.0,15.0
125.3,65,2015-03-01,2.667,12.0
128.1,52,2015-03-02,2.0,7.0
122.9,42,2015-03-03,3.333,18.0
122.1,37,2015-03-04,2.667,12.0
122.10190449444204,26,2015-03-05,1.333,5.0
125.4,35,2015-03-06,3.0,15.0
124.34458575238835,17,2015-03-07,3.667,22.0
122.3,28,2015-03-08,0.333,2.0
121.2,23,2015-03-09,1.0,4.0
119.2,27,2015-03-10,0.333,2.0
129.9,44,2015-03-11,1.0,4.0
125.1,56,2015-03-12,0.0,0.0
117.9,76,2015-03-13,1.0,4.0
114.3,55,2015-03-14,2.333,9.0
113.1,53,2015-03-15,1.0,4.0
116.0,46,2015-03-16,0.333,2.0
113.2,38,2015-03-17,7.667,179.0
113.7,41,2015-03-18,4.667,39.0
108.3,49,2015-03-19,3.667,22.0
111.8,20,2015-03-20,4.333,32.0
112.7,26,2015-03-21,1.333,5.0
121.5,81,2015-03-22,1.0,4.0
127.2,99,2015-03-23,3.667,22.0
132.2,108,2015-03-24,2.0,7.0
137.0,99,2015-03-25,2.0,7.0
135.5,105,2015-03-26,3.0,15.0
137.2,101,2015-03-27,1.333,5.0
145.1,81,2015-03-28,2.667,12.0
144.0,72,2015-03-29,2.0,7.0
133.3,51,2015-03-30,1.667,6.0
127.8,38,2015-03-31,2.0,7.0
123.9,43,2015-04-01,2.0,7.0
121.2,35,2015-04-02,4.667,39.0
119.8,35,2015-04-03,3.0,15.0
122.4,54,2015-04-04,1.667,6.0
122.3,55,2015-04-05,3.0,15.0
125.8,53,2015-04-06,1.0,4.0
111.4,51,2015-04-07,0.333,2.0
106.3,43,2015-04-08,0.667,3.0
111.6,47,2015-04-09,2.667,12.0
115.5,41,2015-04-10,2.0,7.0
123.5,59,2015-04-11,1.333,5.0
134.6,86,2015-04-12,0.667,3.0
142.1,103,2015-04-13,0.667,3.0
147.7,105,2015-04-14,3.667,22.0
155.7,96,2015-04-15,3.667,22.0
151.3,100,2015-04-16,6.0,80.0
150.8,117,2015-04-17,2.0,7.0
148.9,140,2015-04-18,2.667,12.0
153.0,137,2015-04-19,2.333,9.0
151.0,128,2015-04-20,2.667,12.0
155.3,127,2015-04-21,3.333,18.0
151.8,138,2015-04-22,2.667,12.0
142.0,117,2015-04-23,1.333,5.0
136.0,83,2015-04-24,0.0,0.0
127.4,69,2015-04-25,0.0,0.0
120.0,65,2015-04-26,1.0,4.0
108.9,47,2015-04-27,1.667,6.0
109.2,41,2015-04-28,0.333,2.0
105.5,30,2015-04-29,1.0,4.0
103.3,15,2015-04-30,0.667,3.0
101.4,19,2015-05-01,1.667,6.0
107.3,34,2015-05-02,2.667,12.0
112.9,44,2015-05-03,0.667,3.0
125.4,103,2015-05-04,1.0,4.0
130.0,104,2015-05-05,2.0,7.0
138.6,124,2015-05-06,1.667,6.0
149.2,145,2015-05-07,1.667,6.0
152.6,150,2015-05-08,0.667,3.0
157.5,139,2015-05-09,2.333,9.0
163.1,163,2015-05-10,2.0,7.0
166.2,163,2015-05-11,3.667,22.0
166.5,165,2015-05-12,3.0,15.0
160.3,172,2015-05-13,4.333,32.0
148.2,164,2015-05-14,3.0,15.0
139.5,124,2015-05-15,2.0,7.0
134.0,103,2015-05-16,1.667,6.0
122.3,89,2015-05-17,0.333,2.0
117.6,101,2015-05-18,5.333,56.0
112.9,77,2015-05-19,0.667,3.0
108.2,59,2015-05-20,0.0,0.0
104.3,50,2015-05-21,1.0,4.0
101.6,73,2015-05-22,0.0,0.0
100.2,72,2015-05-23,0.333,2.0
101.2,78,2015-05-24,1.333,5.0
99.0,67,2015-05-25,0.333,2.0
97.0,53,2015-05-26,0.333,2.0
97.8,14,2015-05-27,2.0,7.0
95.5,12,2015-05-28,1.333,5.0
94.8,33,2015-05-29,2.0,7.0
97.7,31,2015-05-30,1.333,5.0
97.0,29,2015-05-31,1.667,6.0
103.2,27,2015-06-01,0.667,3.0
103.9,44,2015-06-02,0.333,2.0
111.6,49,2015-06-03,0.333,2.0
121.4,80,2015-06-04,0.0,0.0
129.7,90,2015-06-05,0.333,2.0
136.6,109,2015-06-06,0.667,3.0
141.4,124,2015-06-07,3.0,15.0
138.2,112,2015-06-08,3.667,22.0
140.6,92,2015-06-09,2.333,9.0
139.5,93,2015-06-10,2.333,9.0
140.51098858471138,95,2015-06-11,1.333,5.0
141.0,98,2015-06-12,1.667,6.0
140.3,97,2015-06-13,2.333,9.0
139.82806982629018,90,2015-06-14,2.667,12.0
139.1,54,2015-06-15,2.333,9.0
140.5,70,2015-06-16,2.0,7.0
140.2,80,2015-06-17,0.667,3.0
142.16728054479657,77,2015-06-18,0.333,2.0
141.8,68,2015-06-19,0.0,0.0
139.8,64,2015-06-20,0.333,2.0
136.0,61,2015-06-21,2.667,12.0
128.3123135717894,56,2015-06-22,5.333,56.0
119.9,45,2015-06-23,3.333,18.0
113.1,36,2015-06-24,1.0,4.0
105.2,27,2015-06-25,2.667,12.0
104.6,23,2015-06-26,2.667,12.0
100.5,21,2015-06-27,2.667,12.0
100.5,32,2015-06-28,1.333,5.0
100.4,39,2015-06-29,0.667,3.0
104.2,41,2015-06-30,2.333,9.0
113.3,54,2015-07-01,0.0,0.0
117.6,75,2015-07-02,0.333,2.0
116.1,88,2015-07-03,0.333,2.0
120.7,99,2015-07-04,5.0,48.0
129.0,109,2015-07-05,2.667,12.0
137.9,97,2015-07-06,1.0,4.0
137.1,112,2015-07-07,1.667,6.0
133.2,123,2015-07-08,1.0,4.0
126.0,110,2015-07-09,1.0,4.0
133.3,103,2015-07-10,4.667,39.0
124.3,92,2015-07-11,3.0,15.0
119.9,71,2015-07-12,3.0,15.0
113.8,53,2015-07-13,3.0,15.0
108.7,43,2015-07-14,1.333,5.0
104.4,43,2015-07-15,2.333,9.0
102.9,50,2015-07-16,1.0,4.0
100.6,50,2015-07-17,0.333,2.0
99.1,58,2015-07-18,0.333,2.0
102.6,44,2015-07-19,0.0,0.0
96.3,36,2015-07-20,0.667,3.0
94.0,36,2015-07-21,2.0,7.0
91.9,36,2015-07-22,1.333,5.0
92.2,29,2015-07-23,2.667,12.0
95.2,31,2015-07-24,1.667,6.0
96.9,34,2015-07-25,2.333,9.0
100.1,40,2015-07-26,1.667,6.0
103.2,51,2015-07-27,1.667,6.0
104.2,62,2015-07-28,1.333,5.0
103.8,67,2015-07-29,0.667,3.0
105.1,76,2015-07-30,3.333,18.0
103.8,69,2015-07-31,3.0,15.0
106.0,64,2015-08-01,2.333,9.0
104.5,53,2015-08-02,2.0,7.0
108.7,61,2015-08-03,1.333,5.0
109.9,90,2015-08-04,2.667,12.0
115.5,94,2015-08-05,2.333,9.0
121.92684360223068,108,2015-08-06,2.667,12.0
125.5,112,2015-08-07,1.333,5.0
124.4,93,2015-08-08,2.667,12.0
117.6,76,2015-08-09,3.0,15.0
109.1,69,2015-08-10,1.333,5.0
105.6,78,2015-08-11,2.333,9.0
101.9,66,2015-08-12,3.333,18.0
97.3,55,2015-08-13,1.0,4.0
95.7,46,2015-08-14,1.0,4.0
91.7,39,2015-08-15,4.333,32.0
87.8,38,2015-08-16,3.667,22.0
89.2,33,2015-08-17,2.333,9.0
90.9,39,2015-08-18,2.333,9.0
100.6,50,2015-08-19,2.333,9.0
105.3,65,2015-08-20,2.667,12.0
121.4,73,2015-08-21,1.0,4.0
119.6,71,2015-08-22,2.333,9.0
136.1,81,2015-08-23,2.333,9.0
130.6,81,2015-08-24,0.667,3.0
123.9,69,2015-08-25,2.333,9.0
128.9,47,2015-08-26,4.667,39.0
112.5,55,2015-08-27,6.333,94.0
111.3,44,2015-08-28,4.0,27.0
102.1,56,2015-08-29,2.0,7.0
93.4,56,2015-08-30,1.333,5.0
92.7,35,2015-08-31,1.667,6.0
90.7,43,2015-09-01,1.667,6.0
89.8,36,2015-09-02,2.333,9.0
88.0,29,2015-09-03,3.333,18.0
91.5,37,2015-09-04,2.667,12.0
86.8,27,2015-09-05,2.0,7.0
86.9,43,2015-09-06,2.0,7.0
85.0,44,2015-09-07,6.333,94.0
84.7,42,2015-09-08,3.667,22.0
83.5,57,2015-09-09,5.333,56.0
84.6,46,2015-09-10,3.0,15.0
94.1,81,2015-09-11,3.667,22.0
100.4,89,2015-09-12,1.667,6.0
100.0,83,2015-09-13,2.667,12.0
97.7,56,2015-09-14,2.667,12.0
102.2,68,2015-09-15,3.0,15.0
110.6,86,2015-09-16,3.333,18.0
107.9,75,2015-09-17,2.667,12.0
103.8,71,2015-09-18,2.333,9.0
106.7,64,2015-09-19,3.0,15.0
111.3,65,2015-09-20,3.0,15.0
104.2,78,2015-09-21,1.0,4.0
107.8,86,2015-09-22,1.333,5.0
111.4,96,2015-09-23,1.333,5.0
107.4,101,2015-09-24,2.333,9.0
120.5,152,2015-09-25,1.333,5.0
120.8,162,2015-09-26,1.333,5.0
128.1,169,2015-09-27,1.333,5.0
124.5,156,2015-09-28,1.667,6.0
129.6,120,2015-09-29,0.667,3.0
131.5,95,2015-09-30,0.667,3.0
120.0,93,2015-10-01,3.333,18.0
107.6,62,2015-10-02,1.667,6.0
97.0,51,2015-10-03,1.333,5.0
88.3,22,2015-10-04,3.667,22.0
82.6,20,2015-10-05,2.0,7.0
81.3,26,2015-10-06,4.333,32.0
80.4,33,2015-10-07,6.0,80.0
79.5,37,2015-10-08,4.333,32.0
81.0,26,2015-10-09,4.0,27.0
81.2,13,2015-10-10,2.0,7.0
84.3,30,2015-10-11,3.0,15.0
88.7,53,2015-10-12,4.0,27.0
95.2,65,2015-10-13,4.333,32.0
100.2,57,2015-10-14,2.333,9.0
106.1,55,2015-10-15,2.667,12.0
108.4,59,2015-10-16,1.333,5.0
115.8,79,2015-10-17,1.667,6.0
118.6,75,2015-10-18,2.333,9.0
122.7,94,2015-10-19,1.0,4.0
121.7,95,2015-10-20,2.333,9.0
121.78148303281992,89,2015-10-21,1.333,5.0
119.3,107,2015-10-22,1.333,5.0
113.7,94,2015-10-23,2.0,7.0
105.2,78,2015-10-24,2.667,12.0
105.2,67,2015-10-25,0.667,3.0
104.9,78,2015-10-26,0.0,0.0
108.7,67,2015-10-27,2.0,7.0
110.7,81,2015-10-28,0.0,0.0
111.4,93,2015-10-29,2.333,9.0
119.5,88,2015-10-30,3.0,15.0
116.7,86,2015-10-31,2.667,12.0
122.4,85,2015-11-01,0.667,3.0
120.1,101,2015-11-02,1.333,5.0
122.2,82,2015-11-03,3.333,18.0
112.0,100,2015-11-04,2.0,7.0
108.1,82,2015-11-05,3.0,15.0
113.2,78,2015-11-06,4.333,32.0
112.9,82,2015-11-07,1.0,4.0
105.7,75,2015-11-08,4.0,27.0
105.6,66,2015-11-09,4.667,39.0
103.3,71,2015-11-10,3.667,22.0
102.9,61,2015-11-11,1.333,5.0
101.4,60,2015-11-12,1.0,4.0
100.8,49,2015-11-13,3.667,22.0
104.1,39,2015-11-14,2.333,9.0
103.5,56,2015-11-15,3.0,15.0
103.2,38,2015-11-16,2.667,12.0
104.6,34,2015-11-17,1.667,6.0
105.1,30,2015-11-18,5.0,48.0
105.6,41,2015-11-19,0.333,2.0
108.4,55,2015-11-20,1.0,4.0
112.89860113188698,58,2015-11-21,0.333,2.0
114.75338375781638,71,2015-11-22,0.0,0.0
116.7,56,2015-11-23,0.333,2.0
110.3,59,2015-11-24,0.0,0.0
106.2,61,2015-11-25,0.0,0.0
101.2,65,2015-11-26,1.0,4.0
96.3,61,2015-11-27,1.333,5.0
94.0,51,2015-11-28,2.667,12.0
92.9,51,2015-11-29,3.0,15.0
93.1,47,2015-11-30,2.333,9.0
91.9,32,2015-12-01,3.667,22.0
92.6,49,2015-12-02,1.667,6.0
91.8,36,2015-12-03,1.333,5.0
94.8,33,2015-12-04,1.667,6.0
97.6,50,2015-12-05,3.0,15.0
99.3,54,2015-12-06,3.667,22.0
97.8,61,2015-12-07,2.333,9.0
107.9,60,2015-12-08,2.333,9.0
105.5,78,2015-12-09,1.667,6.0
105.2,82,2015-12-10,4.0,27.0
110.3,83,2015-12-11,3.0,15.0
113.1,83,2015-12-12,2.0,7.0
118.7,81,2015-12-13,0.667,3.0
120.2,86,2015-12-14,5.333,56.0
115.2,65,2015-12-15,2.667,12.0
122.2,63,2015-12-16,0.333,2.0
114.0,56,2015-12-17,2.0,7.0
113.3,54,2015-12-18,2.667,12.0
115.2,49,2015-12-19,4.0,27.0
112.8,22,2015-12-20,6.333,94.0
117.8,18,2015-12-21,3.0,15.0
125.8,72,2015-12-22,2.333,9.0
129.5,68,2015-12-23,3.333,18.0
128.4,69,2015-12-24,2.333,9.0
122.3,76,2015-12-25,1.667,6.0
113.5,65,2015-12-26,4.333,32.0
106.7,67,2015-12-27,2.0,7.0
108.4,71,2015-12-28,1.333,5.0
101.9,57,2015-12-29,2.333,9.0
98.1,37,2015-12-30,1.333,5.0
93.0,22,2015-12-31,5.667,67.0
95.1,37,2016-01-01,1.667,6.0
96.6,40,2016-01-02,1.333,5.0
98.5,51,2016-01-03,2.667,12.0
92.2,70,2016-01-04,0.667,3.0
92.1,35,2016-01-05,2.0,7.0
96.9,31,2016-01-06,3.333,18.0
99.9,61,2016-01-07,1.333,5.0
104.9,86,2016-01-08,1.333,5.0
103.5,97,2016-01-09,1.333,5.0
105.4,90,2016-01-10,2.667,12.0
104.5,47,2016-01-11,3.667,22.0
102.0,40,2016-01-12,3.0,15.0
100.7,38,2016-01-13,1.0,4.0
99.9,41,2016-01-14,2.667,12.0
100.1,45,2016-01-15,1.0,4.0
96.7,44,2016-01-16,0.333,2.0
97.4,58,2016-01-17,0.333,2.0
96.7,54,2016-01-18,3.0,15.0
94.4,66,2016-01-19,1.0,4.0
97.2,62,2016-01-20,4.333,32.0
100.7,64,2016-01-21,4.667,39.0
97.3,67,2016-01-22,2.333,9.0
95.8,63,2016-01-23,1.333,5.0
100.6,48,2016-01-24,1.0,4.0
104.3,67,2016-01-25,0.0,0.0
107.29854033774308,69,2016-01-26,1.0,4.0
109.3,83,2016-01-27,0.333,2.0
106.6,77,2016-01-28,0.667,3.0
103.7,64,2016-01-29,0.667,3.0
102.0,36,2016-01-30,0.667,3.0
98.3,35,2016-01-31,3.667,22.0
97.3,44,2016-02-01,0.0,0.0
99.1,52,2016-02-02,2.667,12.0
108.9,83,2016-02-03,0.333,2.0
119.8,108,2016-02-04,0.667,3.0
116.3,103,2016-02-05,2.0,7.0
113.9,79,2016-02-06,2.333,9.0
113.9,89,2016-02-07,2.0,7.0
112.1,89,2016-02-08,0.333,2.0
114.1,84,2016-02-09,2.667,12.0
109.2,75,2016-02-10,1.0,4.0
109.8,85,2016-02-11,3.333,18.0
109.3,63,2016-02-12,2.0,7.0
107.5,38,2016-02-13,0.667,3.0
105.4,46,2016-02-14,1.0,4.0
104.7,50,2016-02-15,4.333,32.0
101.5,42,2016-02-16,4.667,39.0
97.5,38,2016-02-17,5.667,67.0
92.7,36,2016-02-18,3.333,18.0
91.9,46,2016-02-19,2.0,7.0
97.8,52,2016-02-20,0.333,2.0
93.5,47,2016-02-21,1.667,6.0
91.7,34,2016-02-22,1.0,4.0
89.1,37,2016-02-23,3.0,15.0
86.1,34,2016-02-24,1.667,6.0
89.9,26,2016-02-25,2.0,7.0
87.2,48,2016-02-26,0.0,0.0
88.6,26,2016-02-27,0.667,3.0
91.5,36,2016-02-28,0.667,3.0
89.3,45,2016-02-29,2.0,7.0
95.1,68,2016-03-01,2.667,12.0
96.5,78,2016-03-02,0.333,2.0
97.1,77,2016-03-03,1.333,5.0
98.9,111,2016-03-04,0.333,2.0
94.7,83,2016-03-05,0.333,2.0
94.1,78,2016-03-06,6.333,94.0
92.8,79,2016-03-07,4.667,39.0
94.2,63,2016-03-08,0.667,3.0
96.0,91,2016-03-09,1.667,6.0
93.7,80,2016-03-10,2.333,9.0
93.0,51,2016-03-11,2.667,12.0
93.9,70,2016-03-12,0.667,3.0
91.5,57,2016-03-13,0.667,3.0
92.4,70,2016-03-14,5.0,48.0
93.1,59,2016-03-15,3.333,18.0
90.1,79,2016-03-16,4.667,39.0
90.7,72,2016-03-17,2.667,12.0
89.5,47,2016-03-18,2.333,9.0
88.6,37,2016-03-19,1.0,4.0
86.9,36,2016-03-20,1.667,6.0
88.2,33,2016-03-21,2.333,9.0
86.7,20,2016-03-22,1.667,6.0
86.2,21,2016-03-23,2.667,12.0
86.0,35,2016-03-24,1.333,5.0
85.1,34,2016-03-25,0.0,0.0
85.1,32,2016-03-26,0.667,3.0
87.9,32,2016-03-27,2.0,7.0
87.4,30,2016-03-28,2.667,12.0
87.5,20,2016-03-29,1.333,5.0
83.6,17,2016-03-30,2.0,7.0
81.6,16,2016-03-31,1.0,4.0
82.0,12,2016-04-01,0.667,3.0
81.5,12,2016-04-02,5.0,48.0
82.3,12,2016-04-03,3.667,22.0
83.5,40,2016-04-04,1.0,4.0
83.5,33,2016-04-05,1.333,5.0
87.2,20,2016-04-06,1.0,4.0
92.5,18,2016-04-07,5.667,67.0
98.6,26,2016-04-08,0.333,2.0
105.9,25,2016-04-09,0.333,2.0
111.1,34,2016-04-10,2.333,9.0
117.2,43,2016-04-11,1.0,4.0
111.9,37,2016-04-12,5.0,48.0
108.8,48,2016-04-13,2.667,12.0
111.8,46,2016-04-14,3.333,18.0
113.2,33,2016-04-15,1.667,6.0
114.0,42,2016-04-16,3.667,22.0
102.9,36,2016-04-17,2.667,12.0
95.4,31,2016-04-18,0.667,3.0
89.9,28,2016-04-19,0.333,2.0
84.0,25,2016-04-20,0.667,3.0
77.5,26,2016-04-21,1.0,4.0
77.5,21,2016-04-22,4.0,27.0
79.6,13,2016-04-23,4.667,39.0
82.8,37,2016-04-24,1.0,4.0
82.9,45,2016-04-25,0.0,0.0
86.3,57,2016-04-26,2.667,12.0
93.8,76,2016-04-27,2.333,9.0
96.3,90,2016-04-28,0.333,2.0
93.8,82,2016-04-29,0.667,3.0
95.4,89,2016-04-30,3.0,15.0
93.6,87,2016-05-01,3.667,22.0
91.3,83,2016-05-02,4.667,39.0
91.5,73,2016-05-03,2.333,9.0
91.6,71,2016-05-04,0.667,3.0
88.7,60,2016-05-05,2.0,7.0
91.2,57,2016-05-06,3.0,15.0
89.7,34,2016-05-07,3.0,15.0
85.6,44,2016-05-08,6.333,94.0
90.2,52,2016-05-09,4.0,27.0
90.5,76,2016-05-10,2.333,9.0
95.8,79,2016-05-11,2.0,7.0
93.9,83,2016-05-12,1.0,4.0
95.4,78,2016-05-13,2.0,7.0
103.4,88,2016-05-14,3.333,18.0
110.8,87,2016-05-15,1.0,4.0
104.3,55,2016-05-16,1.333,5.0
105.6,38,2016-05-17,3.0,15.0
104.7,30,2016-05-18,1.0,4.0
101.2,43,2016-05-19,0.667,3.0
102.0,46,2016-05-20,2.0,7.0
100.2,18,2016-05-21,1.0,4.0
99.8,28,2016-05-22,0.0,0.0
99.8,16,2016-05-23,0.333,2.0
96.7,25,2016-05-24,0.667,3.0
96.1,35,2016-05-25,0.0,0.0
94.2,34,2016-05-26,1.0,4.0
92.8,34,2016-05-27,3.0,15.0
90.1,33,2016-05-28,2.333,9.0
85.3,33,2016-05-29,3.0,15.0
88.7,41,2016-05-30,2.333,9.0
89.0,36,2016-05-31,3.667,22.0
88.4,41,2016-06-01,1.333,5.0
87.7,14,2016-06-02,0.667,3.0
85.7,0,2016-06-03,0.667,3.0
82.4,10,2016-06-04,1.333,5.0
81.5,0,2016-06-05,4.667,39.0
80.8,0,2016-06-06,1.667,6.0
80.8,12,2016-06-07,3.0,15.0
82.6,14,2016-06-08,0.333,2.0
87.8,19,2016-06-09,0.333,2.0
87.5,33,2016-06-10,2.333,9.0
90.9,44,2016-06-11,3.333,18.0
91.52577609839626,42,2016-06-12,2.0,7.0
93.9,38,2016-06-13,0.667,3.0
90.4,38,2016-06-14,4.0,27.0
90.1,40,2016-06-15,0.667,3.0
91.0,28,2016-06-16,1.333,5.0
89.4,39,2016-06-17,0.667,3.0
86.3,47,2016-06-18,1.667,6.0
87.9,50,2016-06-19,0.0,0.0
87.1,36,2016-06-20,1.0,4.0
82.9,24,2016-06-21,0.333,2.0
80.9,23,2016-06-22,3.333,18.0
80.0,12,2016-06-23,3.667,22.0
78.2,12,2016-06-24,3.0,15.0
79.6,0,2016-06-25,2.667,12.0
79.2,0,2016-06-26,3.667,22.0
78.0,0,2016-06-27,2.0,7.0
75.5,0,2016-06-28,0.333,2.0
76.0,0,2016-06-29,0.667,3.0
75.4,0,2016-06-30,2.667,12.0
74.4,0,2016-07-01,0.333,2.0
73.3,11,2016-07-02,3.667,22.0
74.8,19,2016-07-03,2.667,12.0
76.3,0,2016-07-04,1.0,4.0
74.9,13,2016-07-05,0.667,3.0
79.7,13,2016-07-06,2.667,12.0
86.1,25,2016-07-07,4.333,32.0
90.0,41,2016-07-08,2.333,9.0
95.3,56,2016-07-09,1.667,6.0
97.6,50,2016-07-10,2.0,7.0
97.8,62,2016-07-11,2.667,12.0
95.5,59,2016-07-12,3.333,18.0
100.0,53,2016-07-13,2.0,7.0
98.2,58,2016-07-14,2.0,7.0
105.4,69,2016-07-15,2.667,12.0
110.1,60,2016-07-16,1.0,4.0
108.6,39,2016-07-17,2.0,7.0
110.6,64,2016-07-18,1.333,5.0
104.1,59,2016-07-19,5.0,48.0
111.5,56,2016-07-20,1.0,4.0
103.3,52,2016-07-21,2.0,7.0
93.3,39,2016-07-22,1.667,6.0
88.9,27,2016-07-23,1.667,6.0
84.8,13,2016-07-24,4.0,27.0
75.9,0,2016-07-25,2.333,9.0
75.9,0,2016-07-26,1.333,5.0
73.8,0,2016-07-27,2.0,7.0
72.5,13,2016-07-28,3.333,18.0
72.6,15,2016-07-29,1.667,6.0
73.1,21,2016-07-30,1.0,4.0
73.7,16,2016-07-31,0.0,0.0
74.1,12,2016-08-01,1.333,5.0
77.1,12,2016-08-02,5.0,48.0
77.0,0,2016-08-03,3.0,15.0
78.5,16,2016-08-04,1.667,6.0
82.1,38,2016-08-05,3.333,18.0
85.5,39,2016-08-06,3.333,18.0
95.3,51,2016-08-07,2.667,12.0
99.0,81,2016-08-08,0.667,3.0
94.9,72,2016-08-09,3.333,18.0
97.6,77,2016-08-10,3.0,15.0
97.2,79,2016-08-11,3.0,15.0
97.3,71,2016-08-12,1.0,4.0
92.9,58,2016-08-13,0.667,3.0
89.4,59,2016-08-14,0.333,2.0
89.8,63,2016-08-15,1.0,4.0
88.7,80,2016-08-16,3.333,18.0
84.9,58,2016-08-17,2.667,12.0
84.4,49,2016-08-18,1.667,6.0
82.7,47,2016-08-19,0.667,3.0
